	22.0
frite	1.0
frites	1.0
frl	1.0
frmir	1.0
frmissant	1.0
frmissante	1.0
frmit	3.0
frnsie	2.0
frntique	1.0
frntiquement	2.0
frntiques	1.0
froce	8.0
froces	2.0
froid	7.0
froide	2.0
froidement	2.0
froides	1.0
froideur	5.0
froids	2.0
froisses	1.0
froissune	1.0
frona	2.0
fronant	3.0
froncer	2.0
froncs	1.0
front	13.0
frott	1.0
frottait	1.0
frottant	1.0
frotter	1.0
frquentait	1.0
frquenter	2.0
frquentes	1.0
frre	11.0
frres	21.0
frtiller	1.0
ft	4.0
fte	6.0
fter	1.0
ftes	1.0
ftide	1.0
fudge	1.0
fuir	1.0
fuite	7.0
fuites	1.0
fulgurante	1.0
fulminait	1.0
fumait	1.0
fume	7.0
funbre	1.0
furent	21.0
fureur	4.0
furieuse	4.0
furieusement	1.0
furieux	21.0
furoncles	3.0
fuser	1.0
fusil	3.0
fut	73.0
fuyait	1.0
fuyant	1.0
g	3.0
gaffeur	1.0
gagn	13.0
gagnait	1.0
gagne	5.0
gagner	12.0
gagnera	1.0
gagns	1.0
gaiet	1.0
gain	1.0
gal	1.0
galement	28.0
galerie	3.0
galeries	1.0
galles	1.0
gallion	1.0
gallions	4.0
gallois	1.0
galop	2.0
galopaient	1.0
ganache	1.0
gant	34.0
gante	4.0
gants	3.0
gar	1.0
garantis	2.0
gard	3.0
garda	5.0
gardaient	1.0
gardait	3.0
gardant	1.0
garde	9.0
gardechasse	7.0
gardent	2.0
garder	17.0
gardera	1.0
garderait	1.0
gardes	1.0
gardien	12.0
gardrent	1.0
gare	13.0
gargouille	1.0
garon	60.0
garons	13.0
gars	2.0
gauche	15.0
gaver	1.0
gazette	3.0
gazon	2.0
gche	1.0
gcher	2.0
ge	2.0
geignarde	1.0
gel	1.0
genou	2.0
genoux	13.0
genre	8.0
gens	41.0
gensl	2.0
gentil	3.0
george	30.0
gerbe	1.0
gerbes	2.0
germer	1.0
ges	3.0
geste	12.0
gestes	1.0
gibier	1.0
gigantesque	1.0
ginny	3.0
givre	1.0
glaage	1.0
glac	7.0
glace	6.0
glacer	2.0
glaces	5.0
glacial	4.0
glaciale	3.0
glacs	1.0
glaons	1.0
glapissements	1.0
glapit	1.0
gle	1.0
gliss	1.0
glissa	13.0
glissaient	2.0
glissait	1.0
glissant	4.0
glisser	7.0
glisses	1.0
glissrent	2.0
globes	1.0
globuleux	2.0
gloire	2.0
gloussa	2.0
gluantes	1.0
gmissait	1.0
gmissant	1.0
gmissement	3.0
gmit	2.0
gmitelle	1.0
gmitil	1.0
gn	3.0
gnie	2.0
gnomes	1.0
gnrale	2.0
gnralement	3.0
gobelet	2.0
gobelets	1.0
gobelin	12.0
gobelins	7.0
godrics	1.0
golf	3.0
gonds	3.0
gordon	1.0
gorge	14.0
gorges	1.0
gorgones	1.0
gorille	1.0
gosill	1.0
goste	1.0
got	3.0
gotant	1.0
goter	1.0
gotl	1.0
goulot	1.0
goutte	1.0
gouttes	1.0
goyle	21.0
gradins	8.0
grammes	1.0
grand	78.0
grandchose	10.0
grande	57.0
grandebretagne	2.0
grandement	1.0
grandes	9.0
grandeur	3.0
grandi	1.0
grandisse	1.0
grandmre	7.0
grandoncle	3.0
grandordre	1.0
grandpre	1.0
grands	27.0
grandspres	1.0
grandtante	1.0
granger	23.0
gras	5.0
grasdouble	1.0
grasse	1.0
grasseyante	1.0
gratifiant	1.0
gratignure	1.0
gratin	1.0
grattait	1.0
gratter	1.0
grave	12.0
gravement	3.0
graves	1.0
gravs	1.0
grce	5.0
grec	1.0
gred	1.0
gregory	1.0
grenouilles	1.0
griffes	1.0
griffon	1.0
griffonn	2.0
griffonnaient	1.0
griffonner	1.0
grignoter	1.0
grill	1.0
grilles	2.0
grimace	3.0
grimoires	3.0
grimprent	1.0
grimps	1.0
grinante	1.0
grinatelle	1.0
grincer	1.0
grindelwald	2.0
gringotts	24.0
gripsec	7.0
gris	9.0
grise	3.0
gristre	4.0
grle	2.0
grogna	5.0
grognement	9.0
grognements	3.0
grogner	2.0
grognon	1.0
groin	4.0
grommela	7.0
grommelatil	1.0
gronda	2.0
grondement	2.0
gros	35.0
grosse	35.0
grosses	5.0
grossier	1.0
grossirement	3.0
groupe	7.0
groupes	3.0
groups	1.0
grsiller	1.0
grumeaux	1.0
grunnings	2.0
grunnion	1.0
gryffondor	94.0
gteau	4.0
gteaux	2.0
gteux	1.0
guettant	1.0
guetter	1.0
gueules	1.0
gui	1.0
guide	1.0
guids	2.0
guimauve	1.0
guipure	6.0
guirlandes	1.0
guise	5.0
guisecestdire	1.0
gure	8.0
gwent	1.0
h	12.0
ha	6.0
habile	1.0
habille	1.0
habills	1.0
habitaient	1.0
habitait	4.0
habitat	1.0
habite	1.0
habitent	2.0
habitiez	1.0
habits	1.0
habitu	3.0
habituel	2.0
habituelle	2.0
habituellement	3.0
habituelles	1.0
habituels	1.0
habitus	1.0
hagrid	319.0
hagridle	1.0
haies	1.0
haine	1.0
hait	1.0
haletant	1.0
haletante	4.0
hall	16.0
halloween	11.0
ham	1.0
hamburger	1.0
hamburgers	2.0
handicap	1.0
hangar	2.0
hannah	2.0
hantise	1.0
har	1.0
haraitil	1.0
harcelait	1.0
hardiesse	1.0
hardis	1.0
hargneux	1.0
haricots	1.0
harnais	1.0
harold	1.0
harpe	1.0
harpies	1.0
harry	1194.0
harvey	1.0
hasard	4.0
hassaient	1.0
hassait	1.0
hassaitil	1.0
haut	21.0
hautain	2.0
haute	12.0
hauteur	7.0
hautlecorps	2.0
hautlecur	1.0
hauts	2.0
hautsdechausse	1.0
hautsdforme	1.0
hbrides	1.0
hebdomadaire	1.0
hedwige	9.0
hein	4.0
hengist	1.0
herbes	4.0
hermione	245.0
heu	6.0
heure	10.0
heureci	1.0
heurel	1.0
heures	25.0
heureusement	7.0
heureux	14.0
heurta	2.0
heurter	3.0
hibou	34.0
hibouun	1.0
hiboux	22.0
hier	5.0
higgs	2.0
hirsute	5.0
hisser	1.0
histoire	10.0
histoires	3.0
hlas	2.0
hlicoptre	1.0
ho	2.0
hocha	5.0
hochait	1.0
hochant	1.0
hochement	1.0
hochrent	2.0
hollow	1.0
homme	32.0
hommes	2.0
honneur	2.0
honor	1.0
honte	2.0
honteux	2.0
horloge	1.0
horreur	8.0
horrible	8.0
horribles	4.0
horrifi	5.0
horrifie	1.0
horrifis	2.0
hors	18.0
houx	2.0
howard	1.0
hriss	1.0
hrisses	2.0
hrisss	1.0
hrit	3.0
hrites	1.0
hros	3.0
hsita	2.0
hsitait	1.0
hsiter	1.0
hta	7.0
htaient	1.0
htait	1.0
hte	11.0
htel	2.0
htre	2.0
htrent	3.0
huit	3.0
huitime	1.0
hulottes	1.0
hululement	1.0
hum	1.0
humain	4.0
humains	4.0
humeur	5.0
humeurce	1.0
humide	6.0
humides	2.0
hurla	8.0
hurlant	5.0
hurlatelle	1.0
hurlatil	4.0
hurlement	8.0
hurlements	5.0
hurler	8.0
hurlrent	1.0
hyginique	1.0
ici	44.0
idal	1.0
ide	22.0
identiques	2.0
ides	2.0
idiot	6.0
idioties	3.0
idiots	5.0
ignoraient	1.0
ignorait	3.0
ignorance	1.0
ignore	1.0
ignorer	1.0
ii	1.0
iimmobiliser	1.0
il	1435.0
illumin	1.0
ils	332.0
images	2.0
imagin	2.0
imaginaitil	1.0
imaginant	2.0
imagination	5.0
imaginer	4.0
imaginez	1.0
imbcile	3.0
imbciles	1.0
imit	1.0
immdiatement	11.0
immense	4.0
immenses	3.0
immobile	10.0
immobiles	3.0
immobilis	1.0
immobiliss	1.0
immortel	2.0
impatience	5.0
impatient	1.0
impeccablement	1.0
impertinence	1.0
impliqus	1.0
imploraitil	1.0
importait	3.0
importance	2.0
important	8.0
importante	3.0
importantes	2.0
importants	1.0
importe	1.0
importuner	1.0
impos	1.0
impossible	13.0
impossibles	1.0
impraticable	1.0
impression	8.0
impressionn	3.0
impressionnante	1.0
imprgne	1.0
imprudence	1.0
impudence	1.0
inanime	1.0
inaperus	1.0
incapable	17.0
incapables	3.0
incertaine	1.0
incessante	1.0
inclin	1.0
inclina	1.0
inclinant	1.0
inconfortable	1.0
inconnu	1.0
inconnues	1.0
incontrlable	1.0
incrdule	1.0
increvables	1.0
incroyable	6.0
indfiniment	1.0
indice	2.0
indices	1.0
indiffrence	1.0
indiffrent	1.0
indiqua	2.0
indiquaient	1.0
indiquait	5.0
indiquant	1.0
indique	2.0
indiquer	1.0
indiquerait	1.0
indsirable	1.0
inexistant	1.0
infernal	1.0
infligea	1.0
infliger	1.0
inform	1.0
informa	1.0
information	1.0
informer	1.0
informes	1.0
infusion	2.0
ingales	1.0
ingrdients	2.0
injuste	1.0
injustifi	1.0
inlassablement	1.0
innocents	1.0
inondait	1.0
inonde	1.0
inquiet	4.0
inquiets	2.0
inquite	4.0
inquitez	1.0
inquits	1.0
inquitude	1.0
inscription	2.0
inscrit	3.0
insigne	3.0
insist	1.0
insista	1.0
insistait	1.0
insolite	1.0
inspecta	1.0
inspira	1.0
inspiration	1.0
installa	2.0
installe	1.0
installer	1.0
installs	1.0
instant	33.0
instantanment	1.0
instants	18.0
instinctif	1.0
instructions	1.0
instructive	1.0
insult	1.0
insulte	1.0
insulter	1.0
insupportable	1.0
intellectuelles	1.0
intelligence	1.0
intelligent	2.0
intelligente	2.0
intense	2.0
intensif	1.0
intention	2.0
interdiction	1.0
interdis	1.0
interdit	15.0
interdite	7.0
interdites	1.0
interdits	1.0
interloqu	1.0
interminable	3.0
interminables	1.0
international	1.0
internationale	1.0
interrogea	2.0
interrogs	1.0
interrompe	1.0
interrompit	1.0
interrompre	1.0
interstices	1.0
intervenir	1.0
intervint	7.0
intimid	1.0
intitul	2.0
intress	3.0
intressant	2.0
intressants	1.0
intresse	1.0
intresser	1.0
intrieur	2.0
intrieure	3.0
intrigu	2.0
intriguait	1.0
introduite	2.0
introduites	1.0
intrt	7.0
inutile	9.0
inutiles	1.0
inutilisable	1.0
invariablement	1.0
invent	1.0
inventer	1.0
inventeurs	1.0
inverse	1.0
invisible	6.0
invisibles	2.0
invitable	1.0
invitablement	1.0
ira	1.0
irait	2.0
iriezvous	1.0
irralisables	1.0
irruption	2.0
issue	1.0
issus	2.0
ivre	1.0
j	1.0
jacasser	1.0
jaccorde	2.0
jagiterai	1.0
jai	107.0
jaie	2.0
jaille	2.0
jailli	2.0
jaillir	2.0
jaillirent	2.0
jaillit	3.0
jaime	1.0
jaimerais	10.0
jais	2.0
jajoute	2.0
jallais	4.0
jaloux	1.0
jamais	152.0
jamaiset	1.0
jambe	12.0
jambencoton	1.0
jambes	26.0
jambons	1.0
james	5.0
jappellerai	1.0
japprcie	1.0
japprendrai	1.0
japprends	1.0
jardin	5.0
jardins	2.0
jarrive	1.0
jarriverai	2.0
jattendais	1.0
jattends	3.0
jaune	4.0
jaunes	1.0
jauni	3.0
jauntres	1.0
jaurai	1.0
jaurais	8.0
javais	12.0
javelot	1.0
jcrivais	1.0
je	639.0
jean	1.0
jemmne	2.0
jen	18.0
jenesaisquoi	1.0
jeneveuxpasle	1.0
jenlve	4.0
jentre	1.0
jentremble	1.0
jespre	24.0
jessaierai	1.0
jessaye	1.0
jessica	1.0
jet	7.0
jeta	26.0
jetait	3.0
jetant	9.0
jete	1.0
jeter	21.0
jetrent	1.0
jette	1.0
jettela	1.0
jeu	15.0
jeudi	1.0
jeune	22.0
jeunes	5.0
jeunesse	2.0
jeux	1.0
jexige	2.0
jignorais	1.0
jim	2.0
jimagine	20.0
jirai	1.0
jk	5.0
jobtiens	1.0
johnson	4.0
joie	14.0
joigne	1.0
joignirent	1.0
joints	1.0
joli	3.0
jolie	2.0
joliment	1.0
jonch	1.0
jonquille	1.0
jordan	9.0
jou	2.0
joua	1.0
jouaient	1.0
jouait	4.0
jouaitelle	1.0
joublie	2.0
joue	6.0
jouent	3.0
jouer	15.0
jouera	1.0
jouerai	1.0
jouerait	1.0
joues	5.0
jouets	2.0
joueur	5.0
joueurs	17.0
joufflu	3.0
jour	54.0
jourl	6.0
journal	13.0
journaliste	1.0
journe	19.0
journes	1.0
jours	12.0
joyeuse	1.0
joyeusement	2.0
joyeuses	1.0
joyeux	10.0
jtais	19.0
jubilation	1.0
jugeote	1.0
juger	2.0
juillet	3.0
jumeau	4.0
jumeaux	26.0
jumelles	8.0
jupiter	1.0
jur	3.0
jura	1.0
jure	1.0
juron	2.0
jurons	2.0
jus	1.0
jusqu	25.0
jusqualors	1.0
jusquau	15.0
jusquaux	4.0
jusque	1.0
jusquici	4.0
juste	18.0
justement	5.0
justesse	5.0
justifier	4.0
justin	1.0
juteuses	1.0
jy	6.0
katie	1.0
kent	2.0
ketchup	2.0
kilomtres	4.0
kilos	1.0
kings	5.0
kit	1.0
kraft	5.0
l	86.0
la	2057.0
labaissa	1.0
labandonner	1.0
labominable	1.0
laborder	1.0
labyrinthe	3.0
lac	8.0
laccident	2.0
lacclamaient	1.0
laccoudoir	1.0
laccoutume	1.0
laccs	2.0
lacquisition	1.0
lactionna	1.0
ladmettre	1.0
ladresse	7.0
laffronter	1.0
lagita	1.0
lagitation	1.0
lagrment	1.0
lai	22.0
laide	3.0
laider	3.0
laiderait	1.0
laie	2.0
laile	3.0
laimais	1.0
laimait	2.0
laine	2.0
lair	68.0
laise	9.0
laiss	11.0
laissa	21.0
laissait	5.0
laissant	7.0
laisse	7.0
laisselle	1.0
laissemoi	5.0
laissenous	2.0
laissent	1.0
laisser	23.0
laissera	2.0
laisserai	1.0
laissez	3.0
laissezmoi	3.0
laissons	1.0
laissrent	2.0
laisss	1.0
lait	1.0
lajusta	1.0
lalchimiste	2.0
lalle	2.0
lalluma	1.0
lallumette	1.0
lallure	2.0
laltitude	1.0
lamateur	1.0
lamener	3.0
lamenta	1.0
lamentations	1.0
lamiti	2.0
lamour	1.0
lampe	12.0
lampes	2.0
lamuser	2.0
lan	5.0
lana	29.0
lanaient	1.0
lanait	4.0
lanant	5.0
lanatelle	2.0
lanatil	8.0
lanc	2.0
lance	1.0
lancer	6.0
lancienne	1.0
langlais	1.0
langle	2.0
langue	4.0
lanimal	5.0
lanires	1.0
lanne	9.0
lanneau	1.0
lanniversaire	3.0
lannonce	1.0
lanternes	1.0
lantipathie	1.0
lapercevoir	1.0
laperurent	1.0
lapin	2.0
lapones	1.0
lapothicaire	2.0
lapparence	1.0
lappel	3.0
lappelait	1.0
lappeler	4.0
lappelle	1.0
lapproche	1.0
lappt	1.0
laprsmidi	5.0
laquelle	22.0
laraigne	1.0
larcade	1.0
lard	4.0
large	5.0
largement	1.0
largent	4.0
larges	2.0
larme	1.0
larmes	11.0
larracher	1.0
larrire	4.0
larrive	3.0
larrter	2.0
lart	1.0
larticle	2.0
las	4.0
lascension	1.0
lasornette	1.0
lassait	1.0
lasser	1.0
lassiette	1.0
lassociation	1.0
lassomma	1.0
lassommer	1.0
lassumer	1.0
latmosphre	1.0
latral	1.0
lattaqua	1.0
lattaquer	1.0
lattend	1.0
lattendait	2.0
lattendre	1.0
lattention	3.0
lattirer	2.0
lattrapa	1.0
lattraper	5.0
lattrapeur	5.0
laube	3.0
laudace	3.0
laurai	2.0
lauraient	1.0
laurait	1.0
lauteur	2.0
lautorisation	1.0
lautoroute	1.0
lautre	37.0
lavabos	1.0
lavage	1.0
lavaient	6.0
lavais	1.0
lavait	26.0
lavaler	1.0
lavande	1.0
lavant	2.0
lavenir	2.0
laventure	1.0
lavez	1.0
laviez	1.0
lavoir	5.0
lavons	3.0
lbas	16.0
lcart	5.0
lch	1.0
lcha	6.0
lchait	1.0
lchange	1.0
lchant	2.0
lcher	3.0
lchiquier	7.0
lchrent	1.0
lclair	1.0
lclat	1.0
lcole	36.0
lcosse	1.0
lcoutaient	2.0
lcoutait	2.0
lcoutant	1.0
lcrasant	1.0
lcrire	1.0
lcriteau	1.0
lcriture	1.0
lcume	1.0
ldedans	8.0
ldessus	2.0
le	2077.0
leau	6.0
lecteurs	1.0
lectrice	1.0
lecture	2.0
lee	7.0
leffet	1.0
leffort	1.0
leiviosa	1.0
lelevage	1.0
lemmenaient	1.0
lemmenaitelle	1.0
lemmener	3.0
lemmne	2.0
lempchait	2.0
lempcher	5.0
lemploy	2.0
lemporta	2.0
lemporter	2.0
lemprise	1.0
len	9.0
lencadrement	4.0
lencouragea	1.0
lencre	5.0
lendemain	20.0
lendroit	17.0
lenfant	1.0
lenfermaient	2.0
lenfermer	1.0
lenfona	1.0
lenfourcha	1.0
lenjamba	1.0
lenlever	2.0
lennui	2.0
lenqute	1.0
lenseigne	2.0
lenseignement	1.0
lent	1.0
lentement	14.0
lentendirent	2.0
lentendit	1.0
lentendre	6.0
lentes	1.0
lentrana	1.0
lentranement	3.0
lentre	7.0
lentrebillement	4.0
lenveloppe	12.0
lenvers	1.0
lenvie	1.0
lenvoie	1.0
lenvoya	1.0
leon	3.0
leons	1.0
lequel	9.0
les	1247.0
lescalier	20.0
lespace	3.0
lespoir	2.0
lesprit	6.0
lesquelles	1.0
lesquels	2.0
lessaya	2.0
lessayer	1.0
lessentiel	1.0
lestomac	3.0
lettre	51.0
lettres	27.0
leur	197.0
leurs	56.0
lev	6.0
leva	36.0
levaient	2.0
levait	2.0
levant	8.0
leve	4.0
lever	4.0
levez	2.0
leviosa	3.0
levrent	6.0
levs	3.0
lexamen	1.0
lexamina	1.0
lexaminer	2.0
lexaspration	1.0
lexclure	1.0
lexclusivit	1.0
lexercice	1.0
lexigut	1.0
lexistence	5.0
lexpliquer	1.0
lexploit	1.0
lexpression	6.0
lextrieur	1.0
lextrme	1.0
lextrmit	6.0
lgant	1.0
lgante	1.0
lge	4.0
lgendaire	1.0
lgende	1.0
lger	5.0
lgre	2.0
lgrement	7.0
lgumes	1.0
lhabitude	5.0
lhaut	1.0
lherbe	2.0
lhermine	2.0
lheure	13.0
lhistoire	4.0
lhomme	12.0
lhorizon	2.0
lhorreur	1.0
lhorrible	3.0
lhpital	1.0
lhtel	1.0
lhtelire	1.0
lhumidit	1.0
lhumour	1.0
lhymne	1.0
li	1.0
lianes	1.0
libert	2.0
libra	1.0
librairie	2.0
librairies	1.0
libre	8.0
librer	2.0
libres	2.0
licorne	23.0
licornes	4.0
lide	11.0
lidiot	3.0
lien	1.0
liens	2.0
lier	1.0
lierre	1.0
lieu	20.0
lieux	2.0
ligne	3.0
lignes	2.0
lignore	1.0
ligot	2.0
ligotaient	1.0
ligotrent	1.0
lil	1.0
lily	7.0
limace	1.0
limaces	1.0
limage	2.0
limagination	3.0
limmense	3.0
limmobilisa	1.0
limmobiliser	1.0
limportant	1.0
limpression	18.0
limpressionnait	1.0
lin	1.0
lindex	1.0
lindiffrence	1.0
linfirmerie	4.0
linsatiable	1.0
linscription	1.0
linstant	11.0
linsu	1.0
linsultait	1.0
lintention	9.0
linterdisait	1.0
linterrompit	6.0
linterstice	1.0
lintrieur	28.0
linvisibilit	1.0
lion	3.0
liquide	2.0
lire	15.0
lisa	1.0
lisait	6.0
lisant	1.0
lises	1.0
lisez	1.0
lisire	1.0
lisse	1.0
lisses	1.0
lissue	1.0
liste	6.0
lit	28.0
lits	2.0
little	1.0
littraires	1.0
littralement	1.0
littrature	1.0
livide	6.0
livides	1.0
livingroom	1.0
livre	33.0
livreet	1.0
livres	36.0
livreur	1.0
lle	1.0
llevage	1.0
llixir	4.0
llve	1.0
lmentaires	1.0
lmotion	1.0
lne	1.0
lnerver	1.0
lobjet	1.0
lobligeaient	1.0
lobligeait	1.0
lobscurit	15.0
lobserva	1.0
lobservait	1.0
lobservrent	1.0
locaux	2.0
loccasion	5.0
loccurrence	1.0
locomotive	3.0
locomotor	1.0
lodeur	5.0
loffrir	1.0
logique	3.0
loigner	2.0
loignes	1.0
loignez	1.0
loigns	2.0
loin	24.0
lointain	2.0
loirs	1.0
lois	1.0
loiseau	3.0
lombre	4.0
lon	8.0
loncle	108.0
londres	15.0
londubat	8.0
long	49.0
longe	1.0
longrent	1.0
longs	4.0
longtemps	18.0
longue	23.0
longuement	3.0
longues	5.0
longueur	3.0
lont	2.0
loopings	1.0
lor	2.0
lord	2.0
lordinaire	2.0
lordinateur	1.0
lordre	2.0
loreille	10.0
lorigine	1.0
lors	5.0
lorsque	66.0
lorsquelle	1.0
lorsquhermione	1.0
lorsquil	42.0
lorsquils	23.0
lorsquon	2.0
lorsquun	1.0
lorsquune	2.0
lou	1.0
loublier	4.0
loubliez	1.0
loue	1.0
loupe	1.0
loupgarou	4.0
loupsgarous	3.0
lourd	4.0
lourde	1.0
lourdement	1.0
lourdes	1.0
lourds	1.0
lourlet	1.0
lours	1.0
louverture	3.0
louvrir	1.0
louvrit	6.0
loyal	1.0
lpaisse	1.0
lpaule	6.0
lphant	1.0
lpoque	3.0
lpreuve	1.0
lquipe	27.0
lt	2.0
ltagre	2.0
ltait	2.0
lteignoir	2.0
lteindre	1.0
ltoffe	1.0
ltouffer	1.0
ltrange	2.0
ltranger	1.0
ltre	3.0
ltroit	1.0
lu	11.0
lue	1.0
lueur	10.0
lueurs	3.0
luf	2.0
lui	485.0
luimme	17.0
luisants	3.0
lumineuses	2.0
lumineux	2.0
lumire	14.0
lumires	2.0
lun	25.0
lunaires	1.0
lundi	2.0
lune	21.0
lunes	1.0
lunettes	15.0
luniforme	1.0
lunisson	1.0
luniversit	1.0
lurent	1.0
lusage	5.0
lut	8.0
lutiliser	1.0
luvre	1.0
lve	9.0
lverez	1.0
lves	72.0
lvetoi	1.0
lvidence	1.0
lvier	1.0
lviter	2.0
lvnement	1.0
lvre	2.0
lvres	9.0
lzards	1.0
m	4.0
ma	100.0
maccepte	1.0
maccueillir	1.0
macdougal	1.0
macheter	1.0
machinalement	1.0
machiniste	1.0
maci	1.0
macul	1.0
maculs	1.0
madame	35.0
magacer	1.0
magasin	10.0
magasins	3.0
mage	2.0
mages	3.0
magiciens	2.0
magie	45.0
magique	43.0
magiques	29.0
magnifique	6.0
magntoscope	2.0
maies	1.0
maigre	3.0
maigres	1.0
mailles	1.0
main	88.0
mainforte	1.0
mains	38.0
maintenaient	1.0
maintenait	2.0
maintenant	58.0
maintenir	3.0
mais	479.0
maisnonmaisquoimaispasdutout	1.0
maison	67.0
maisons	15.0
majorque	1.0
mal	60.0
malade	8.0
malades	2.0
malaise	1.0
malchance	1.0
malcolm	1.0
malefoy	123.0
malentendu	1.0
malfice	6.0
malfique	1.0
malfiques	1.0
malgr	5.0
malheur	2.0
malheureuse	2.0
malheureusement	3.0
malheureux	2.0
malheurs	1.0
malice	1.0
malin	4.0
malmen	1.0
malpoli	1.0
maman	11.0
mamuser	1.0
manche	13.0
manches	2.0
mande	1.0
mandy	1.0
mang	2.0
mange	4.0
mangeait	5.0
mangeant	2.0
manger	18.0
mangerais	1.0
manges	1.0
manier	2.0
manifest	1.0
manifesta	1.0
manifestait	1.0
manifeste	2.0
manifester	3.0
manifests	1.0
manigancer	1.0
manigances	1.0
manire	8.0
manitou	1.0
manqu	2.0
manqua	1.0
manquait	1.0
manque	7.0
manquer	1.0
manques	1.0
manteau	13.0
manuel	2.0
manuels	3.0
manuscrit	2.0
manuvrer	1.0
mappelle	7.0
mar	1.0
marbre	5.0
march	6.0
marcha	4.0
marchaient	1.0
marchait	3.0
marchand	1.0
marchandises	1.0
marche	3.0
marchepied	1.0
marcher	6.0
marches	7.0
marchrent	1.0
marcus	6.0
mardi	2.0
marge	5.0
mari	4.0
maris	2.0
marmelade	1.0
marmonn	1.0
marmonna	19.0
marmonnait	1.0
marmonnaitil	1.0
marmonnant	3.0
marmonnatelle	1.0
marmonnatil	3.0
marmonner	1.0
marqu	2.0
marqua	2.0
marque	6.0
marquer	4.0
marques	1.0
marrange	1.0
marranger	1.0
marrangerai	1.0
marrive	1.0
marron	2.0
marrte	1.0
mars	3.0
marshmallowstout	1.0
marteau	1.0
martelaient	2.0
mas	2.0
masquaient	1.0
masse	2.0
masseoir	1.0
massif	4.0
massue	6.0
masure	2.0
mat	1.0
match	34.0
matches	5.0
matelas	1.0
mathmatiques	1.0
matin	27.0
matine	2.0
matinl	4.0
matire	5.0
matre	12.0
matreauxiliaire	1.0
matres	2.0
mattendais	1.0
mattends	1.0
maudissant	1.0
maudit	1.0
maudite	2.0
maugrant	1.0
mauvais	16.0
mauvaise	5.0
mauvaises	3.0
mauve	1.0
mavaient	1.0
mavait	4.0
mavez	4.0
maviez	1.0
maximum	1.0
mcanique	1.0
mcgonagall	97.0
mcguffin	1.0
mchant	4.0
mchapprien	1.0
mche	2.0
mchoire	1.0
mchoires	3.0
mchonnant	1.0
mckinnon	1.0
mcontent	3.0
mcontents	1.0
mduses	1.0
me	147.0
meilleur	5.0
meilleure	7.0
meilleurs	2.0
membre	2.0
membres	1.0
mempcher	1.0
memprunter	1.0
men	16.0
menaa	3.0
menaait	2.0
menaaitil	1.0
menaant	1.0
menac	1.0
menace	1.0
menaces	1.0
menacs	1.0
menaient	1.0
menait	7.0
mener	3.0
mens	1.0
mensonges	1.0
ment	2.0
mente	1.0
menteur	1.0
menthe	4.0
menti	1.0
mentir	2.0
mentirai	1.0
mentit	1.0
mentraner	1.0
menvoie	1.0
menvoyant	1.0
menvoyer	1.0
mer	6.0
meraude	6.0
merci	18.0
mercredi	3.0
mergeait	2.0
meringue	1.0
merlin	2.0
merssssi	1.0
merveille	1.0
merveilleuse	2.0
mes	23.0
mesdemoiselles	2.0
message	4.0
messieurs	3.0
mest	2.0
mesura	1.0
mesure	5.0
mesures	1.0
met	2.0
mets	3.0
metsle	2.0
metstoi	1.0
mettaient	2.0
mettait	3.0
mettant	3.0
mette	1.0
mettent	1.0
mettez	1.0
mettezle	1.0
mettezmoi	1.0
mettezvous	2.0
mettrai	1.0
mettre	25.0
mettrez	1.0
meuble	1.0
meure	1.0
meurent	1.0
meurt	1.0
mfiante	1.0
mfionsnous	1.0
midcembre	1.0
midi	1.0
mien	2.0
miens	1.0
mieux	48.0
mignonnette	1.0
migraine	1.0
mijote	2.0
milieu	15.0
milieux	1.0
mille	4.0
millicent	1.0
milliers	6.0
mimsy	2.0
mince	6.0
minces	1.0
mine	3.0
minerva	1.0
miness	1.0
ministre	8.0
mintressait	1.0
mintresse	1.0
minuit	10.0
minuscule	10.0
minuscules	2.0
minute	3.0
minutes	27.0
miranda	1.0
mirent	8.0
miroir	52.0
mis	10.0
mise	5.0
misrable	3.0
miss	20.0
mission	7.0
missions	2.0
mistigri	1.0
mit	37.0
mites	1.0
miteux	1.0
mixer	1.0
mlaient	2.0
mlang	1.0
mlange	4.0
mlasse	1.0
mle	1.0
mler	5.0
mlodie	1.0
mls	1.0
mman	9.0
mme	181.0
mmes	5.0
mmmh	1.0
mmmmmm	1.0
mmoire	4.0
mnage	1.0
mnagerie	1.0
mne	2.0
mnerver	1.0
mobilier	1.0
mobissez	1.0
moblige	2.0
moccupais	1.0
moccuper	2.0
mode	3.0
moderne	1.0
modernes	1.0
modle	3.0
modles	1.0
modrer	1.0
moelleux	1.0
moffrir	1.0
moi	86.0
moimme	6.0
moindre	33.0
moine	4.0
moins	42.0
mois	10.0
moisi	1.0
moisies	1.0
moisis	1.0
moiti	12.0
moitimoiti	1.0
moldu	7.0
moldue	2.0
moldus	32.0
mollasson	1.0
molle	2.0
mollets	1.0
molosse	2.0
moment	54.0
momentl	4.0
moments	5.0
mon	71.0
monceau	2.0
monceaux	1.0
monde	100.0
monnaie	5.0
monocorde	1.0
monsieur	23.0
monstre	7.0
monstrueuse	1.0
monstrueux	1.0
mont	6.0
monta	6.0
montagne	4.0
montagnes	4.0
montaient	4.0
montait	4.0
monte	3.0
monter	9.0
montiez	1.0
montr	5.0
montra	16.0
montraient	4.0
montrait	9.0
montrant	14.0
montre	17.0
montrenous	1.0
montrent	11.0
montrer	12.0
